sync_product_id,product_name,sync_variant_id,color,size,sku,retail_price,currency
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769338","White","M","69358C682FBB1_M","52.00","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769339","White","L","69358C682FBB1_L","52.00","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769340","White","XL","69358C682FBB1_XL","52.00","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769341","White","2XL","69358C682FBB1_2XL","54.50","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769342","White","3XL","69358C682FBB1_3XL","57.00","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769343","White","4XL","69358C682FBB1_4XL","59.50","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769344","White","5XL","69358C682FBB1_5XL","62.50","USD"
"406371194","Multi Color Joggers Perfect for athleisure fits and street style vibes  these trendy joggers feature a comfortable wide-leg cut and practical side pockets. Polyester/elastane blend","5092769345","White","6XL","69358C682FBB1_6XL","65.00","USD"
"406370294","Mind Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092763495","White","S","693589F3494A1_S","18.00","USD"
"406370294","Mind Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092763496","White","M","693589F3494A1_M","18.00","USD"
"406370294","Mind Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092763497","White","L","693589F3494A1_L","18.00","USD"
"406370294","Mind Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092763498","White","XL","693589F3494A1_XL","18.00","USD"
"406370294","Mind Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092763499","White","2XL","693589F3494A1_2XL","20.50","USD"
"406370294","Mind Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092763500","White","3XL","693589F3494A1_3XL","22.50","USD"
"406332650","Safe Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092361090","White","S","6935101186146_S","18.00","USD"
"406332650","Safe Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092361091","White","M","6935101186146_M","18.00","USD"
"406332650","Safe Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092361092","White","L","6935101186146_L","18.00","USD"
"406332650","Safe Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092361093","White","XL","6935101186146_XL","18.00","USD"
"406332650","Safe Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092361094","White","2XL","6935101186146_2XL","20.50","USD"
"406332650","Safe Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092361095","White","3XL","6935101186146_3XL","22.50","USD"
"406331944","The Climb Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092355163","Brown Savana","S","69350C395F24C_S","18.00","USD"
"406331944","The Climb Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092355164","Brown Savana","M","69350C395F24C_M","18.00","USD"
"406331944","The Climb Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092355165","Brown Savana","L","69350C395F24C_L","18.00","USD"
"406331944","The Climb Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092355166","Brown Savana","XL","69350C395F24C_XL","18.00","USD"
"406331944","The Climb Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092355167","Brown Savana","2XL","69350C395F24C_2XL","20.50","USD"
"406331944","The Climb Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5092355168","Brown Savana","3XL","69350C395F24C_3XL","22.50","USD"
"405949039","Your Story retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088154842","Natural / Forest Green","S","69316CD0F22C9_S","24.00","USD"
"405949039","Your Story retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088154843","Natural / Forest Green","M","69316CD0F22C9_M","24.00","USD"
"405949039","Your Story retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088154844","Natural / Forest Green","L","69316CD0F22C9_L","24.00","USD"
"405949039","Your Story retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088154845","Natural / Forest Green","XL","69316CD0F22C9_XL","24.00","USD"
"405949039","Your Story retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088154846","Natural / Forest Green","2XL","69316CD0F22C9_2XL","26.00","USD"
"405949039","Your Story retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088154847","Natural / Forest Green","3XL","69316CD0F22C9_3XL","28.00","USD"
"405945273","; retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088139721","White / Black","S","693164DE0EF76_S","24.00","USD"
"405945273","; retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088139722","White / Black","M","693164DE0EF76_M","24.00","USD"
"405945273","; retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088139723","White / Black","L","693164DE0EF76_L","24.00","USD"
"405945273","; retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088139724","White / Black","XL","693164DE0EF76_XL","24.00","USD"
"405945273","; retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088139725","White / Black","2XL","693164DE0EF76_2XL","26.00","USD"
"405945273","; retro-style tee features contrast trims and a relaxed fit for a classic throwback look. Made from soft  breathable cotton  it’s ideal for everyday wear. 100% combed ring-spun cotton","5088139726","White / Black","3XL","693164DE0EF76_3XL","28.00","USD"
"405510593","Patriot Boxy Football Jersey  is built for performance and style. Designed with two premium fabrics  it combines comfort and breathability in one versatile piece","5085756625","White","XS","692F2E084055A_XS","41.00","USD"
"405510593","Patriot Boxy Football Jersey  is built for performance and style. Designed with two premium fabrics  it combines comfort and breathability in one versatile piece","5085756626","White","S","692F2E084055A_S","41.00","USD"
"405510593","Patriot Boxy Football Jersey  is built for performance and style. Designed with two premium fabrics  it combines comfort and breathability in one versatile piece","5085756627","White","M","692F2E084055A_M","41.00","USD"
"405510593","Patriot Boxy Football Jersey  is built for performance and style. Designed with two premium fabrics  it combines comfort and breathability in one versatile piece","5085756628","White","L","692F2E084055A_L","41.00","USD"
"405510593","Patriot Boxy Football Jersey  is built for performance and style. Designed with two premium fabrics  it combines comfort and breathability in one versatile piece","5085756629","White","XL","692F2E084055A_XL","41.00","USD"
"405508342","Patriot Leggings - a beloved item for sports and athleisure! Four-way stretch fabric that stretches and recovers on the cross and lengthwise grains Elastic waistband. Polyester/elastene blend.","5085741835","White","XS","692F29A107991_XS","26.00","USD"
"405508342","Patriot Leggings - a beloved item for sports and athleisure! Four-way stretch fabric that stretches and recovers on the cross and lengthwise grains Elastic waistband. Polyester/elastene blend.","5085741836","White","S","692F29A107991_S","26.00","USD"
"405508342","Patriot Leggings - a beloved item for sports and athleisure! Four-way stretch fabric that stretches and recovers on the cross and lengthwise grains Elastic waistband. Polyester/elastene blend.","5085741837","White","M","692F29A107991_M","26.00","USD"
"405508342","Patriot Leggings - a beloved item for sports and athleisure! Four-way stretch fabric that stretches and recovers on the cross and lengthwise grains Elastic waistband. Polyester/elastene blend.","5085741838","White","L","692F29A107991_L","26.00","USD"
"405508342","Patriot Leggings - a beloved item for sports and athleisure! Four-way stretch fabric that stretches and recovers on the cross and lengthwise grains Elastic waistband. Polyester/elastene blend.","5085741839","White","XL","692F29A107991_XL","26.00","USD"
"405370509","We the People Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks.","5085094899","Brown Savana","S","692E2C96D8830_S","17.00","USD"
"405370509","We the People Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks.","5085094900","Brown Savana","M","692E2C96D8830_M","17.00","USD"
"405370509","We the People Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks.","5085094901","Brown Savana","L","692E2C96D8830_L","17.00","USD"
"405370509","We the People Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks.","5085094902","Brown Savana","XL","692E2C96D8830_XL","17.00","USD"
"405370509","We the People Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks.","5085094903","Brown Savana","2XL","692E2C96D8830_2XL","19.00","USD"
"405370509","We the People Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks.","5085094904","Brown Savana","3XL","692E2C96D8830_3XL","21.50","USD"
"405370119","Patriot Sweatshirt is made to feel as good as it looks. The soft cotton blend offers just the right amount of stretch for a comfortable feel.","5085092501","White","XS","692E2B2841CEC_XS","43.00","USD"
"405370119","Patriot Sweatshirt is made to feel as good as it looks. The soft cotton blend offers just the right amount of stretch for a comfortable feel.","5085092502","White","S","692E2B2841CEC_S","43.00","USD"
"405370119","Patriot Sweatshirt is made to feel as good as it looks. The soft cotton blend offers just the right amount of stretch for a comfortable feel.","5085092503","White","M","692E2B2841CEC_M","43.00","USD"
"405370119","Patriot Sweatshirt is made to feel as good as it looks. The soft cotton blend offers just the right amount of stretch for a comfortable feel.","5085092504","White","L","692E2B2841CEC_L","43.00","USD"
"405370119","Patriot Sweatshirt is made to feel as good as it looks. The soft cotton blend offers just the right amount of stretch for a comfortable feel.","5085092505","White","XL","692E2B2841CEC_XL","43.00","USD"
"405370119","Patriot Sweatshirt is made to feel as good as it looks. The soft cotton blend offers just the right amount of stretch for a comfortable feel.","5085092506","White","2XL","692E2B2841CEC_2XL","45.50","USD"
"405370052","Women’s Patriot Tee works for lounging  running errands  or as part of a streetwear look. The all-over cotton decoration technique gives you the freedom to cover the entire garment with your design. 9","5085092144","White","XS","692E2B006BAEF_XS","26.50","USD"
"405370052","Women’s Patriot Tee works for lounging  running errands  or as part of a streetwear look. The all-over cotton decoration technique gives you the freedom to cover the entire garment with your design. 9","5085092145","White","S","692E2B006BAEF_S","26.50","USD"
"405370052","Women’s Patriot Tee works for lounging  running errands  or as part of a streetwear look. The all-over cotton decoration technique gives you the freedom to cover the entire garment with your design. 9","5085092146","White","M","692E2B006BAEF_M","26.50","USD"
"405370052","Women’s Patriot Tee works for lounging  running errands  or as part of a streetwear look. The all-over cotton decoration technique gives you the freedom to cover the entire garment with your design. 9","5085092147","White","L","692E2B006BAEF_L","26.50","USD"
"405370052","Women’s Patriot Tee works for lounging  running errands  or as part of a streetwear look. The all-over cotton decoration technique gives you the freedom to cover the entire garment with your design. 9","5085092148","White","XL","692E2B006BAEF_XL","26.50","USD"
"405370052","Women’s Patriot Tee works for lounging  running errands  or as part of a streetwear look. The all-over cotton decoration technique gives you the freedom to cover the entire garment with your design. 9","5085092149","White","2XL","692E2B006BAEF_2XL","29.00","USD"
"405369860","Patriot Crew Neck T-shirt is built for comfort  styled for impact  this cotton t-shirt delivers clean lines  everyday comfort  and premium quality. 96% Cotton  4% elastene.","5085090832","White","XS","692E2ABA4E2A2_XS","27.50","USD"
"405369860","Patriot Crew Neck T-shirt is built for comfort  styled for impact  this cotton t-shirt delivers clean lines  everyday comfort  and premium quality. 96% Cotton  4% elastene.","5085090833","White","S","692E2ABA4E2A2_S","27.50","USD"
"405369860","Patriot Crew Neck T-shirt is built for comfort  styled for impact  this cotton t-shirt delivers clean lines  everyday comfort  and premium quality. 96% Cotton  4% elastene.","5085090835","White","M","692E2ABA4E2A2_M","27.50","USD"
"405369860","Patriot Crew Neck T-shirt is built for comfort  styled for impact  this cotton t-shirt delivers clean lines  everyday comfort  and premium quality. 96% Cotton  4% elastene.","5085090836","White","L","692E2ABA4E2A2_L","27.50","USD"
"405369860","Patriot Crew Neck T-shirt is built for comfort  styled for impact  this cotton t-shirt delivers clean lines  everyday comfort  and premium quality. 96% Cotton  4% elastene.","5085090837","White","XL","692E2ABA4E2A2_XL","27.50","USD"
"405369860","Patriot Crew Neck T-shirt is built for comfort  styled for impact  this cotton t-shirt delivers clean lines  everyday comfort  and premium quality. 96% Cotton  4% elastene.","5085090838","White","2XL","692E2ABA4E2A2_2XL","30.00","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087282","White","2XS","692E295DBAEC5_2XS","50.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087283","White","XS","692E295DBAEC5_XS","50.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087284","White","S","692E295DBAEC5_S","50.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087285","White","M","692E295DBAEC5_M","50.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087286","White","L","692E295DBAEC5_L","50.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087287","White","XL","692E295DBAEC5_XL","50.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087288","White","2XL","692E295DBAEC5_2XL","52.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087289","White","3XL","692E295DBAEC5_3XL","54.50","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087290","White","4XL","692E295DBAEC5_4XL","57.00","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087291","White","5XL","692E295DBAEC5_5XL","59.00","USD"
"405368640","Patriot Hoodie -- designed for leisure and streetwear  it combines a relaxed unisex fit with a clean drop-shoulder cut. 95% Cotton  5% elastene.","5085087292","White","6XL","692E295DBAEC5_6XL","61.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193177","Red","XS","692CE38976AAF_Red-XS","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193178","Red","S","692CE38976AAF_Red-S","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193179","Red","M","692CE38976AAF_Red-M","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193180","Red","L","692CE38976AAF_Red-L","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193181","Red","XL","692CE38976AAF_Red-XL","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193182","Red","2XL","692CE38976AAF_Red-2XL","35.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193183","White","XS","692CE38976AAF_White-XS","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193184","White","S","692CE38976AAF_White-S","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193185","White","M","692CE38976AAF_White-M","33.50","USD"
